Day,Total_Litter,Trail_Quality
81,273.1479435340377,97.90022632449372
82,337.9268839814529,97.77066844359888
83,382.7441817987164,97.68103384796436
84,84.93184915395689,97.59720372002222
85,129.91427871811152,97.5072388608939
86,189.06829989513227,97.38893081853986
87,242.35581099172913,97.28235579634666
88,287.0582089540587,97.192951000422
89,342.1908832851923,97.08268565175973
90,393.1616587786727,100.0
91,90.5696217368003,99.88062710018934
92,133.54909079802678,99.79466816206688
93,180.2724693320491,99.70122140499883
94,226.35138780072754,99.60906356806147
95,261.71623831940633,99.53833386702412
96,314.67744109005207,99.43241146148283
97,367.287993811851,99.32719035603922
98,83.46782567565509,99.22708808690638
99,131.12195434190363,99.13177982957389
100,166.9682469213995,99.0600872444149
101,212.76179369374591,98.96850015087021
102,259.3346485284782,98.87535444120074
103,301.31187583626206,98.79139998658518
104,349.69901871960195,98.69462570081849
105,80.74790545754945,98.5865446836822
106,149.60976446965475,98.448820965658
107,201.35554259797314,98.34532940940136
108,253.93104650520078,98.2401784015869
109,303.1865873475391,98.14166731990223
110,333.9988751945487,98.0800427442082
111,383.73373644005653,97.98057302171718
112,86.86720770789334,97.87936841751835
113,161.49962883274623,97.73010357526864
114,209.576019184935,97.63395079456427
115,262.59149260827115,97.5279198477176
116,312.2443749112187,97.4286140831117
117,350.5575945350234,97.35198764386409
118,411.9858226801736,97.22913118757378
119,93.90103060140825,97.11409252692005
120,151.81135007183872,100.0
121,192.71747552389132,99.91818774909589
122,256.7454186332523,99.79013186287717
123,292.7269080053295,99.71816888413302
124,348.5954789433322,99.60643174225702
125,420.50003520143196,99.46262262974082
126,92.11893439002499,99.38243335624344
127,136.45595709399726,99.2937593108355
128,187.45247074487366,99.19176628353374
129,232.41771420371168,99.10183579661606
130,266.9110798930503,99.03284906523739
131,317.5967096411106,98.93147780574127
132,356.9736725038495,98.85272388001579
133,82.34191936204024,98.74325203140309
134,123.14767701970221,98.66164051608776
135,188.6470210698776,98.53064182798741
136,230.81448814651523,98.44630689383413
137,277.59387298445847,98.35274812415825
138,335.72904515815515,98.23647777981085
139,373.4204019938156,98.16109506613954
140,85.13900026797135,98.05654586744745
141,148.21042781079564,97.93040301236181
142,182.13559546518337,97.86255267705303
143,233.98193405050642,97.75885999988239
144,286.5807619929907,97.65366234399742
145,344.39899071076377,97.53802588656188
146,382.029483601983,97.46276490077945
147,83.76498349422802,97.38917403304113
148,138.984399150397,97.2787352017288
149,191.95424588272886,97.17279550826413
150,244.4591743861876,100.0
151,297.92365648115737,99.89307103581007
152,341.12340926537246,99.80667153024163
153,393.4459462369825,99.70202645629841
154,89.27533419399383,99.59616500683244
155,132.13182001373013,99.51045203519297
156,200.78956512517772,99.37313654497008
157,255.52789433429558,99.26365988655185
158,293.6148593622691,99.1874859564959
159,350.1803954486074,99.07435488432323
160,390.43357874633415,98.99384851772777
161,89.66088495675172,98.87810682565292
162,151.24684074682574,98.75493491407278
163,193.04001756330865,98.67134856043981
164,252.67377885575186,98.55208103785492
165,306.80158812511684,98.44382541931618
166,365.0221897250617,98.3273842161163
167,433.9901195516012,98.18944835646322
168,96.30724767831448,98.09435611878327
169,138.76988603473959,98.00943084207042
170,179.87474173848435,97.92722113066293
171,221.71663888882995,97.84353733636223
172,270.9456217946889,97.74507937055051
173,324.35714154285535,97.63825633105418
174,377.12404953615555,97.53272251506758
175,87.07917640530313,97.41617885008685
176,137.2091953240822,97.3159188122493
177,201.74453609565538,97.18684813070615
178,249.09796776327582,97.0921412673709
179,326.29965942917204,96.93773788403911
180,382.5563329068221,100.0
181,423.98475734265924,99.91714315112833
182,92.6551664724096,99.83856100108954
183,147.47989062484146,99.72891155278468
184,195.24526277158296,99.6333808084912
185,252.3852677125039,99.51910079860936
186,307.11764395823934,99.40963604611788
187,356.38935483167063,99.31109262437101
188,397.9214176509866,99.22802849873239
189,86.55458908082556,99.1583254432261
190,132.08943956015537,99.06725574226745
191,190.6534275033901,98.95012776638097
192,242.79436494469215,98.84584589149837
193,280.3369771575723,98.77076066707261
194,332.0687864160841,98.66729704855558
195,385.9219602133725,98.55959070096101
196,85.41667717027221,98.47726784968503
197,136.9539282297275,98.37419334756612
198,187.5360154141875,98.2730291731972
199,226.10631243588125,98.19588857915382
200,279.6841860393641,98.08873283194686
201,335.29203130304643,97.9775171414195
202,396.1225437347992,97.855856116556
203,91.33211285102963,97.7347800755153
204,127.55541917145872,97.66233346287444
205,168.17716877230748,97.58108996367274
206,223.32752144439408,97.47078925832857
207,278.46538095351616,97.36051353931032
208,333.61585781657664,97.2502125855842
209,422.1431727231238,97.0731579557711
210,95.57041556601108,100.0
211,156.92607196781705,99.87728868719638
212,216.4660896027491,99.75820865192652
213,272.98000211580705,99.6451808269004
214,319.8273096694036,99.5514862117932
215,377.4170018743363,99.43630682738333
216,419.68874972896054,99.35176333167408
217,93.46411273231207,99.25649970380888
218,138.61047725402105,99.16620697476547
219,189.42921864788428,99.06456949197775
220,262.5758043146194,98.91827632064428
221,293.9031523887019,98.85562162449612
222,350.76575429244707,98.74189642068863
223,384.63859558055054,98.67415073811243
224,85.98385538453122,98.58358937542822
225,146.8733613542049,98.46181036348887
226,197.51616154515952,98.36052476310695
227,236.73871376586646,98.28207965866554
228,279.5856766732668,98.19638573285074
229,336.38165416261353,98.08279377787206
230,379.0779878454422,97.9974011105064
231,86.24851474825236,97.89307193871477
232,136.7042331472905,97.7921605019167
233,180.1882296712323,97.70519250886882
234,251.62767056448556,97.56231362708232
235,307.96686078766567,97.44963524663596
236,337.7154349210896,97.39013809836912
237,389.5799780687839,97.28640901207373
238,86.59242268421998,97.1996447413691
239,145.11675603218222,97.08259607467318
240,187.1915486478552,100.0
241,236.0441842331862,99.90229472882933
242,291.0940570229908,99.79219498324973
243,349.751608964692,99.67487987936633
244,387.74864489413426,99.59888580750744
245,86.88072650714494,99.50557583222427
246,132.13127339553537,99.41507473844749
247,175.59798106979827,99.32814132309896
248,243.25252347260923,99.19283223829333
249,297.3023405822188,99.08473260407412
250,334.69350103886836,99.00995028316082
251,393.8721205094161,98.89159304421972
252,93.01873649590847,98.74914992027946
253,153.34338910141994,98.62850061506845
254,188.14968944187981,98.55888801438752
255,233.3073487132173,98.46857269584484
256,295.9764602050835,98.34323447286111
257,338.89976554889574,98.25738786217349
258,393.33795983035805,98.14851147361057
259,90.21686007293026,98.03301879254198
260,130.94755535714944,97.95155740197355
261,180.35230179653144,97.85274790909479
262,197.9396283958407,97.81757325589616
263,237.69575198249782,97.73806100872285
264,285.1700704685662,97.64311237175072
265,322.69223864891774,97.56806803539001
266,77.8032703376468,97.43541980931138
267,113.50185655804046,97.3640226368706
268,159.1014116910706,97.27282352660454
269,210.4088174639315,97.17020871505882
270,274.82155035459266,100.0
271,310.46292884279825,99.92871724302358
272,372.0945663643478,99.80545396798048
273,84.43937939490871,99.7052493067601
274,124.6242928844292,99.62487947978106
275,179.2453276270619,99.5156374102958
276,231.2359245827966,99.41165621638433
277,275.23375581120865,99.32366055392751
278,325.93177666110887,99.22226451222771
279,372.07864069249126,99.12997078416494
280,84.64276282900073,99.02770043725991
281,141.2640695742112,98.91445782376948
282,207.1242377356647,98.78273748744657
283,244.7460827473962,98.7074937974231
284,316.07641649395885,98.56483312992997
285,346.5555384987338,98.50387488592041
286,395.037687548378,98.40691058782112
287,90.18417192264474,98.29514424369142
288,142.99409059999505,98.18952440633673
289,186.7670954017891,98.10197839673314
290,234.68587289821636,98.00614084174029
291,279.755863551628,97.91600086043347
292,323.8622159821859,97.82778815557235
293,382.3582369523961,97.71079611363193
294,87.18567836240929,97.60365580391263
295,130.25658240980275,97.51751399581785
296,189.25258116413525,97.39952199830918
297,242.32557637290134,97.29337600789165
298,300.4541975612909,97.17711876551488
299,356.75048598052706,97.06452618867641
300,398.4605358713063,100.0
301,88.5717450938673,99.91120362080395
302,146.04468114509993,99.79625774870148
303,202.14838379943458,99.68405034339281
304,251.9393678597931,99.5844683752721
305,303.1126416928809,99.48212182760592
306,365.88929065076513,99.35656852969015
307,409.9735767624068,99.26839995746687
308,93.08891011482142,99.15745800984347
309,141.0669835904825,99.06150186289214
310,188.89017155821028,98.96585548695668
311,249.8779400780822,98.84387994991694
312,308.1321035679625,98.72737162293718
313,366.2671999279689,98.61110143021718
314,429.32198799951215,98.48499185407408
315,95.90640528316793,98.38457177724143
316,152.72593499611756,98.27093271781554
317,199.623267430183,98.17713805294741
318,252.86493095506742,98.07065472589764
319,301.5635004113906,97.973257586985
320,352.5334600613178,97.87131766768515
321,408.4850303156869,97.7594145271764
322,90.06056469667043,97.67577894084107
323,160.98443745352503,97.53393119532736
324,200.924263638528,97.45405154295734
325,238.7823775106507,97.37833531521309
326,300.36348624565136,97.2551730977431
327,358.2801131852807,97.13933984386384
328,414.52131135580225,97.0268574475228
329,94.16095328968899,96.91429053733752
330,144.03848556121983,100.0
331,185.0659418463615,99.91794508742971
332,235.82398742829878,99.81642899626584
333,279.0523703131777,99.72997223049609
334,338.8035676473552,99.61046983582773
335,387.3329938323338,99.51341098345777
336,85.81560437288172,99.42992092739362
337,132.6017459563518,99.33634864422669
338,186.73106049910805,99.22809001514118
339,231.0938149710683,99.13936450619725
340,272.87161101540397,99.05580891410858
341,325.3084831303231,98.95093516987875
342,377.75814884141033,98.84603583845657
343,84.53774341753979,98.756174701964
344,129.82736036135657,98.66559546807636
345,182.14785973493292,98.5609544693292
346,217.66701631995969,98.48991615615915
347,253.59237857619414,98.41806543164668
348,296.40793636366976,98.33243431607173
349,344.2734648465513,98.23670325910597
350,79.47650810050625,98.130485107794
351,144.23007027000176,98.00097798345502
352,202.80666650202195,97.88382479099097
353,251.2072812023877,97.78702356159025
354,301.01711912336077,97.6874038857483
355,340.9918254769827,97.60745447304105
356,390.8066941170588,97.50782473576089
357,87.58402154557146,97.41359790853929
358,140.81120714895235,97.30714353733252
359,182.53889771342912,97.22368815620356
360,237.73236285584085,100.0
361,303.0597519858666,99.86934522173995
362,351.9721505012981,99.77152042470908
363,405.9892677222875,99.66348619026711
364,92.57814152787971,99.54968331043288
